EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5572406,DISTRICT OF COLUMBIA CO.,DOWNTOWN,09/06/1996,1200,Storm Surge/Tide, , ,0,0,75000,0,DC,EST, ,2049838,C,1,LWX,0,0, , , , , , , , ,DOWNTOWN,09/06/1996,1830, , , , ,"","A storm surge of 5.1 feet associated with strong southeasterly flow ahead of the remnants of Hurricane Fran created moderate tidal flooding along Washington Harbor.  Floodgates were raised farther north near the Kennedy Center, preventing damage to businesses in a portion of Foggy Bottom.  Nonetheless, some areas in lower Georgetown and along the marina reported flooding.",12
5576323,BRUNSWICK CO.,CALABASH,10/08/1996,400,Storm Surge/Tide, , ,0,0,0,0,NC,EST, ,1029280,C,19,ILM,0,0, , , , , , , , ,CALABASH,10/08/1996,700, , , , ,"","Remnants of Tropical Storm Josephine moving up the South Carolina coast circulated south winds gusting near 70 mph, causing high tides 3 feet higher and seawater flooding around one foot deep on sections of roads on barrier islands and Southport. Beach erosion of 6 to 9 feet removed sand placed earlier in season by Hurricanes Bertha and Fran.",13
5576322,NEW HANOVER CO.,WILMINGTON,10/08/1996,500,Storm Surge/Tide, , ,0,0,0,0,NC,EST, ,2054753,C,129,ILM,0,0, , , , , , , , ,WILMINGTON,10/08/1996,700, , , , ,"","Due to strong south winds, sustained near 40 mph and gusting 64 mph at it's mouth, the Cape Fear River with the morning high tide rose to cover Water Street.",14
5583923,ROCKINGHAM CO.,SEABROOK BEACH,10/20/1996,1100,Storm Surge/Tide, , ,0,0,150000,0,NH,EST, ,2056270,C,15,GYX,0,0, , , , , , , , ,SEABROOK BEACH,10/21/1996,1600, , , , ,"","A very slow moving coastal storm which was fed tropical moisture by the circulation  around Hurricane Lily produced very heavy rains (up to 13 inches along the coast) and persistant strong onshore winds.  Coastal storm surges, combined with runoff, caused coastal flooding at and near the times of high tide on the 20 th and 21st.",15
5583922,CUMBERLAND CO.,SCARBOROUGH,10/20/1996,1100,Storm Surge/Tide, , ,0,0,150000,0,ME,EST, ,2056269,C,5,GYX,0,0, , , , , , , , ,SCARBOROUGH,10/21/1996,1600, , , , ,"","A very slow moving coastal storm which was fed tropical moisture by the circulation  around Hurricane Lily produced very heavy rains (up to 19 inches along the coast) and persistant strong onshore winds.  Coastal storm surges, combined with runoff, caused coastal flooding at and near the times of high tide on the 20 th and 21st.  The worst flooding in the County occurred in southwestern coastal sections.   At least 20 boats in the Portland area were torn from their moorings by the strong northeast winds and ran aground.",16
5583840,YORK CO.,KITTERY,10/20/1996,1100,Storm Surge/Tide, , ,0,0,350000,0,ME,EST, ,2056268,C,31,GYX,0,0, , , , , , , , ,KITTERY,10/21/1996,1600, , , , ,"","A very slow moving coastal storm which was fed tropical moisture by the circulation  around Hurricane Lily produced very heavy rains (up to 19 inches along the coast) and persistant strong onshore winds.  Coastal storm surges, combined with runoff, caused coastal flooding at and near the times of high tide on the 20 th and 21st.  The worst flooding occurred in northeastern coastal York County where whole communities were submerged in several feet of water.  Ocean Park was particularly hard hit with many citizens evacuated by boat to emergency shelters.",17
5581310,KOTZEBUE/L.KOBUK VLY/N.SEWARD CO.,SHISHMAREF,10/28/1996,0,Storm Surge/Tide, , ,0,0,2000,0,AK,AST, ,2052865,C,5,AFG,0,0, , , , , , , , ,SHISHMAREF,10/28/1996,1800, , , , ,"","The remains of typhoon Carlo deepened as it moved north over the western Bering Sea and Far East Russia.  The Warm Front moved across Zone 5 Sunday 27th and the cold front moved across the west coast Tuesday 29th.  Between the two fronts a long fetch of 50 to 60 kt winds covered the Bering Sea.  Damage: Shishmaref: 5-6 fish drying racks and 4 dogs lost; 4 homes now at risk from any subsequent storm surges. No damage at: Kotzebue, Kivalina, Point Hope.",18
5581308,ST.LWRNCE IS. BRNG STRT (C) CO.,GAMBELL,10/28/1996,0,Storm Surge/Tide,70, ,0,0,1000000,0,AK,AST, ,2052863,C,24,AFG,0,0, , , , , , , , ,GAMBELL,10/28/1996,1500, , , , ,"","The remains of typhoon Carlo deepened in its trek north over the Bering Sea and Far East Russia.  The Warm front moved across the west coast of Alaska Sunday 27th, and the Cold front moved over the area Tuesday. Between the two a long fetch of 50 to 60 kt spouthwest winds covered the Bering Sea.  Hardest hit was the village of Diomede, on Little Diomede island: many lost/damaged items including two large container vans used for storage by the city and Native Store swept out to sea in the 40 ft waves, and communications were severed for a period of time. At Gambell, the south end of the runway was damages, along with the runway lights.",19
5581309,S.SEWARD PEN E.NORTON SND/UNA CO.,WALES,10/28/1996,0,Storm Surge/Tide, , ,0,0,10000,0,AK,AST, ,2052864,C,6,AFG,0,0, , , , , , , , ,WALES,10/28/1996,1500, , , , ,"","The remains of typhoon Carlo deepened as it moved north over the western Bering Sea and Far East Russia.  The warm front moved over the west coast of Alaska Sunday 27th, and the cold front and Tuesday 29th.  Between the two a long fetch of 50-60 kt winds covered the Bering Sea.  Damage: Teller: some damage to an old seawall.  Shaltoolik: one boat washed away. Unalakleet: some erosion of the beach threatening one home.  No damage at Nome, Golovin, Elim, Koyuk, St. Michaels, or Stebbins.",20
5584989,LOS ANGELES CO.,REDONDO BEACH,01/01/1997,1300,Storm Surge/Tide, , ,0,27,0,0,CA,PST, ,2057778,C,37,LOX,0,0, , , , , , , , ,REDONDO BEACH,01/01/1997,1300, , , , ,"","At the King Harbor Breakwater, two 12 foot waves swept 27 people off the breakwater into the Pacific Ocean.
The high waves were produced by a strong Eastern Pacific storm.",21
5600301,YORK CO.,COUNTYWIDE,01/10/1997,1030,Storm Surge/Tide, , ,0,0,37500,0,ME,EST, ,2062513,C,31,GYX,0,0, , , , , , , , ,COUNTYWIDE,01/10/1997,1330, , , , ,"","Low pressure moving northeastward from Georgia intensified off the coast of New England with storm force winds near the center and gale force winds extending to the Maine and New Hampshire coastlines.  Astronomical high tides were occurring  while the strong winds were hitting the coastline.  At 11:26 EST, the Portland tide gauge read 12.6 feet, a foot above normal, and .6 feet above flood stage.  

Coastal flood damage due to the storm surge was light to moderate, but widespread, effecting the entire Maine and New Hampshire coastlines from the Merrimack River in Massachusetts to Eastport, Maine.  Many piers in Maine were submerged.  Route 1 at Lincolnville , Woolwich, Arrowsic, and Georgetown and Route 209 in Phippsburg, along with many other coastal roadways and causeways were flooded with up to 2 feet of water, temporarily closing the roads.  Harbor towns, such as Camden, Chebeague Isle, Machias, and Kennebunkport reported wharf damage.  In Kennebunkport, several inches of water filled the downtown areas.  In the Pine Point area of Scarborough, basements were flooded with salt water.",22
5600297,KNOX CO.,COUNTYWIDE,01/10/1997,1030,Storm Surge/Tide, , ,0,0,37500,0,ME,EST, ,2062513,C,13,GYX,0,0, , , , , , , , ,COUNTYWIDE,01/10/1997,1330, , , , ,"","Low pressure moving northeastward from Georgia intensified off the coast of New England with storm force winds near the center and gale force winds extending to the Maine and New Hampshire coastlines.  Astronomical high tides were occurring  while the strong winds were hitting the coastline.  At 11:26 EST, the Portland tide gauge read 12.6 feet, a foot above normal, and .6 feet above flood stage.  

Coastal flood damage due to the storm surge was light to moderate, but widespread, effecting the entire Maine and New Hampshire coastlines from the Merrimack River in Massachusetts to Eastport, Maine.  Many piers in Maine were submerged.  Route 1 at Lincolnville , Woolwich, Arrowsic, and Georgetown and Route 209 in Phippsburg, along with many other coastal roadways and causeways were flooded with up to 2 feet of water, temporarily closing the roads.  Harbor towns, such as Camden, Chebeague Isle, Machias, and Kennebunkport reported wharf damage.  In Kennebunkport, several inches of water filled the downtown areas.  In the Pine Point area of Scarborough, basements were flooded with salt water.",23
5600294,SAGADAHOC CO.,COUNTYWIDE,01/10/1997,1030,Storm Surge/Tide, , ,0,0,37500,0,ME,EST, ,2062513,C,23,GYX,0,0, , , , , , , , ,COUNTYWIDE,01/10/1997,1330, , , , ,"","Low pressure moving northeastward from Georgia intensified off the coast of New England with storm force winds near the center and gale force winds extending to the Maine and New Hampshire coastlines.  Astronomical high tides were occurring  while the strong winds were hitting the coastline.  At 11:26 EST, the Portland tide gauge read 12.6 feet, a foot above normal, and .6 feet above flood stage.  

Coastal flood damage due to the storm surge was light to moderate, but widespread, effecting the entire Maine and New Hampshire coastlines from the Merrimack River in Massachusetts to Eastport, Maine.  Many piers in Maine were submerged.  Route 1 at Lincolnville , Woolwich, Arrowsic, and Georgetown and Route 209 in Phippsburg, along with many other coastal roadways and causeways were flooded with up to 2 feet of water, temporarily closing the roads.  Harbor towns, such as Camden, Chebeague Isle, Machias, and Kennebunkport reported wharf damage.  In Kennebunkport, several inches of water filled the downtown areas.  In the Pine Point area of Scarborough, basements were flooded with salt water.",24
5600298,LINCOLN CO.,COUNTYWIDE,01/10/1997,1030,Storm Surge/Tide, , ,0,0,37500,0,ME,EST, ,2062513,C,15,GYX,0,0, , , , , , , , ,COUNTYWIDE,01/10/1997,1330, , , , ,"","Low pressure moving northeastward from Georgia intensified off the coast of New England with storm force winds near the center and gale force winds extending to the Maine and New Hampshire coastlines.  Astronomical high tides were occurring  while the strong winds were hitting the coastline.  At 11:26 EST, the Portland tide gauge read 12.6 feet, a foot above normal, and .6 feet above flood stage.  

Coastal flood damage due to the storm surge was light to moderate, but widespread, effecting the entire Maine and New Hampshire coastlines from the Merrimack River in Massachusetts to Eastport, Maine.  Many piers in Maine were submerged.  Route 1 at Lincolnville , Woolwich, Arrowsic, and Georgetown and Route 209 in Phippsburg, along with many other coastal roadways and causeways were flooded with up to 2 feet of water, temporarily closing the roads.  Harbor towns, such as Camden, Chebeague Isle, Machias, and Kennebunkport reported wharf damage.  In Kennebunkport, several inches of water filled the downtown areas.  In the Pine Point area of Scarborough, basements were flooded with salt water.",25
5600296,HANCOCK CO.,COUNTYWIDE,01/10/1997,1030,Storm Surge/Tide, , ,0,0,37500,0,ME,EST, ,2062513,C,9,GYX,0,0, , , , , , , , ,COUNTYWIDE,01/10/1997,1330, , , , ,"","Low pressure moving northeastward from Georgia intensified off the coast of New England with storm force winds near the center and gale force winds extending to the Maine and New Hampshire coastlines.  Astronomical high tides were occurring  while the strong winds were hitting the coastline.  At 11:26 EST, the Portland tide gauge read 12.6 feet, a foot above normal, and .6 feet above flood stage.  

Coastal flood damage due to the storm surge was light to moderate, but widespread, effecting the entire Maine and New Hampshire coastlines from the Merrimack River in Massachusetts to Eastport, Maine.  Many piers in Maine were submerged.  Route 1 at Lincolnville , Woolwich, Arrowsic, and Georgetown and Route 209 in Phippsburg, along with many other coastal roadways and causeways were flooded with up to 2 feet of water, temporarily closing the roads.  Harbor towns, such as Camden, Chebeague Isle, Machias, and Kennebunkport reported wharf damage.  In Kennebunkport, several inches of water filled the downtown areas.  In the Pine Point area of Scarborough, basements were flooded with salt water.",26
5600295,CUMBERLAND CO.,COUNTYWIDE,01/10/1997,1030,Storm Surge/Tide, , ,0,0,37500,0,ME,EST, ,2062513,C,5,GYX,0,0, , , , , , , , ,COUNTYWIDE,01/10/1997,1330, , , , ,"","Low pressure moving northeastward from Georgia intensified off the coast of New England with storm force winds near the center and gale force winds extending to the Maine and New Hampshire coastlines.  Astronomical high tides were occurring  while the strong winds were hitting the coastline.  At 11:26 EST, the Portland tide gauge read 12.6 feet, a foot above normal, and .6 feet above flood stage.  

Coastal flood damage due to the storm surge was light to moderate, but widespread, effecting the entire Maine and New Hampshire coastlines from the Merrimack River in Massachusetts to Eastport, Maine.  Many piers in Maine were submerged.  Route 1 at Lincolnville , Woolwich, Arrowsic, and Georgetown and Route 209 in Phippsburg, along with many other coastal roadways and causeways were flooded with up to 2 feet of water, temporarily closing the roads.  Harbor towns, such as Camden, Chebeague Isle, Machias, and Kennebunkport reported wharf damage.  In Kennebunkport, several inches of water filled the downtown areas.  In the Pine Point area of Scarborough, basements were flooded with salt water.",27
5600299,WALDO CO.,COUNTYWIDE,01/10/1997,1030,Storm Surge/Tide, , ,0,0,37500,0,ME,EST, ,2062513,C,27,GYX,0,0, , , , , , , , ,COUNTYWIDE,01/10/1997,1330, , , , ,"","Low pressure moving northeastward from Georgia intensified off the coast of New England with storm force winds near the center and gale force winds extending to the Maine and New Hampshire coastlines.  Astronomical high tides were occurring  while the strong winds were hitting the coastline.  At 11:26 EST, the Portland tide gauge read 12.6 feet, a foot above normal, and .6 feet above flood stage.  

Coastal flood damage due to the storm surge was light to moderate, but widespread, effecting the entire Maine and New Hampshire coastlines from the Merrimack River in Massachusetts to Eastport, Maine.  Many piers in Maine were submerged.  Route 1 at Lincolnville , Woolwich, Arrowsic, and Georgetown and Route 209 in Phippsburg, along with many other coastal roadways and causeways were flooded with up to 2 feet of water, temporarily closing the roads.  Harbor towns, such as Camden, Chebeague Isle, Machias, and Kennebunkport reported wharf damage.  In Kennebunkport, several inches of water filled the downtown areas.  In the Pine Point area of Scarborough, basements were flooded with salt water.",28
5600300,WASHINGTON CO.,COUNTYWIDE,01/10/1997,1030,Storm Surge/Tide, , ,0,0,37500,0,ME,EST, ,2062513,C,29,GYX,0,0, , , , , , , , ,COUNTYWIDE,01/10/1997,1330, , , , ,"","Low pressure moving northeastward from Georgia intensified off the coast of New England with storm force winds near the center and gale force winds extending to the Maine and New Hampshire coastlines.  Astronomical high tides were occurring  while the strong winds were hitting the coastline.  At 11:26 EST, the Portland tide gauge read 12.6 feet, a foot above normal, and .6 feet above flood stage.  

Coastal flood damage due to the storm surge was light to moderate, but widespread, effecting the entire Maine and New Hampshire coastlines from the Merrimack River in Massachusetts to Eastport, Maine.  Many piers in Maine were submerged.  Route 1 at Lincolnville , Woolwich, Arrowsic, and Georgetown and Route 209 in Phippsburg, along with many other coastal roadways and causeways were flooded with up to 2 feet of water, temporarily closing the roads.  Harbor towns, such as Camden, Chebeague Isle, Machias, and Kennebunkport reported wharf damage.  In Kennebunkport, several inches of water filled the downtown areas.  In the Pine Point area of Scarborough, basements were flooded with salt water.",29
5600302,ROCKINGHAM CO.,COUNTYWIDE,01/10/1997,1030,Storm Surge/Tide, , ,0,0,50000,0,NH,EST, ,2062514,C,15,GYX,0,0, , , , , , , , ,COUNTYWIDE,01/10/1997,1330, , , , ,"","Low pressure moving northeastward from Georgia intensified off the coast of New England with storm force winds near the center and gale force winds extending to the Maine and New Hampshire coastlines.  Astronomical high tides were occurring  while the strong winds were hitting the coastline.   

Coastal flood damage due to the storm surge was light to moderate, but widespread, effecting the entire Maine and New Hampshire coastlines from the Merrimack River in Massachusetts to Eastport, Maine.  Plows were required to clear seawater on Route 1 near Rye Beach.  Restaurants along Route 1 in Portsmouth had to be bailed out.  In Ester, 4 to 6 feet of soil was eroded around area homes.  Roads and parking lots were flooded in the Hamptons.",30
5624828,CUMBERLAND CO.,PINE PT,03/06/1997,730,Storm Surge/Tide, , ,0,0,5000,0,ME,EST, ,2071625,C,5,GYX,0,0, , , , , , , , ,PINE PT,03/06/1997,900, , , , ,"","Northeasterly winds combined with an astronomically high tide to cause minor flooding throughout coastal sections of  York and Cumberland Counties.  In Portland the tide reached 12.6 feet which was 0.6 feet above the flood stage.  The wind and seas were calm during the peak of the tidal surge, preventing significant damage from occurring.",31
5624830,ROCKINGHAM CO.,SEABROOK BEACH,03/06/1997,730,Storm Surge/Tide, , ,0,0,5000,0,NH,EST, ,2071626,C,15,GYX,0,0, , , , , , , , ,SEABROOK BEACH,03/06/1997,900, , , , ,"","Northeasterly winds combined with an astronomically high tide to cause minor flooding throughout coastal sections of  Rockingham County.  In Portland, Maine, the tide reached 12.6 feet which was 0.6 feet above the flood stage.  The wind and seas were calm during the peak of the tidal surge, preventing significant damage from occurring.",32
5624829,YORK CO.,KITTERY,03/06/1997,730,Storm Surge/Tide, , ,0,0,5000,0,ME,EST, ,2071625,C,31,GYX,0,0, , , , , , , , ,KITTERY,03/06/1997,900, , , , ,"","Northeasterly winds combined with an astronomically high tide to cause minor flooding throughout coastal sections of  York and Cumberland Counties.  In Portland the tide reached 12.6 feet which was 0.6 feet above the flood stage.  The wind and seas were calm during the peak of the tidal surge, preventing significant damage from occurring.",33
5624831,CUMBERLAND CO.,PINE PT,03/10/1997,1100,Storm Surge/Tide, , ,0,0,0,0,ME,EST, ,2071627,C,5,GYX,0,0, , , , , , , , ,PINE PT,03/10/1997,1300, , , , ,"","Southeast winds associated with a low pressure area that moved through southern Quebec caused minor coastal flooding in the Portland area.  Tides were about 6 inches above the 12 ft flood stage and about 1 ft above the astronomical tide.",34
5593642,SANDUSKY CO.,ERIE LAKESHORE,03/13/1997,1800,Storm Surge/Tide, , ,0,0,50000,0,OH,EST, ,2061269,C,143,CLE,0,0, , , , , , , , ,ERIE LAKESHORE,03/14/1997,600, , , , ,"","Gale force east winds to 35 knots caused the water level at the west end of Lake Erie to rise to 79 inches above low water datum, around 35 inches above the recent average lake level.  Flooding and  considerable beach erosion occurred along the lakeshores of Lucas, Ottawa, Sandusky and Erie Counties.  In Toledo (Lucas County), roads and a parking lot were water covered, including Monroe and Second Streets, and at Point Place on Maumee Bay.  Water was also over a road in Jerusalem Township.  In Ottawa County, roads were flooded in Port Clinton and sandbagging was done at some local businesses.  Also, on Catawba Island, waves were coming over at least one road.  At Bayview (Sandusky County), County Road 259 was flooded.",35
5593655,ERIE CO.,ERIE LAKESHORE,03/13/1997,1800,Storm Surge/Tide, , ,0,0,0,0,OH,EST, ,2061277,C,43,CLE,0,0, , , , , , , , ,ERIE LAKESHORE,03/14/1997,600, , , , ,"","",36
5593641,OTTAWA CO.,ERIE LAKESHORE,03/13/1997,1800,Storm Surge/Tide, , ,0,0,50000,0,OH,EST, ,2061268,C,123,CLE,0,0, , , , , , , , ,ERIE LAKESHORE,03/14/1997,600, , , , ,"","",37
5593640,LUCAS CO.,ERIE LAKESHORE,03/13/1997,1800,Storm Surge/Tide, , ,0,0,100000,0,OH,EST, ,2061267,C,95,CLE,0,0, , , , , , , , ,ERIE LAKESHORE,03/14/1997,600, , , , ,"","",38
5593650,ERIE CO.,PRESQUE ISLE,03/14/1997,2300,Storm Surge/Tide, , ,0,0,100000,0,PA,EST, ,2061273,C,49,CLE,0,0, , , , , , , , ,PRESQUE ISLE,03/15/1997,900, , , , ,"","Southwest to west gale force winds up to 40 knots, combined with recent high water levels on Lake Erie and waves of six to nine feet, forced the park to close Friday night through Saturday afternoon.  Roads were flooded, tons of debris were washed up on the beaches, and considerable erosion of beaches occurred.  A peak wind of 49 miles per hour was reported on Friday and trees and branches were downed.  Ice dunes that normally protect the shoreline had already melted.",39
5601888,ERIE CO.,ERIE,05/01/1997,1855,Storm Surge/Tide, , ,0,0,20000,0,PA,EST, ,2065002,C,49,CLE,0,0, , , , , , , , ,ERIE,05/01/1997,1855, , , , ,"","West winds of up to 30 to 40 knots  and waves of 11 to 14 feet caused considerable flooding and beach erosion.",40
5606209,SANDUSKY CO.,LAKE ERIE LAKESHORE,06/01/1997,900,Storm Surge/Tide, , ,0,0,25000,0,OH,EST, ,2066329,C,143,CLE,0,0, , , , , , , , ,LAKE ERIE LAKESHORE,06/02/1997,1500, , , , ,"","Businesses and homes were flooded when strong northeasterly winds and near record high lake levels produced waves of six to eight feet, aggravating shoreline erosion and slowing discharge of stream outflow into Lake Erie.  In Erie County,seventy five to one hundred families evacuated near the Vermilion and Huron Rivers, while those on Mudbrook Road moved to the second floor to escape the flood waters.  Also in Erie County, Riverside Avenue residents were evacuated as well as those in Franklin Flats, Rye Beach and White's Landing.  Roads along the shoreline were flooded and covered with so much sand and debris that they had to be cleared with snow plows in Port Clinton and Marblehead.  On Catawba Island, rising water flooded buildings and cars were submerged.  Charter services cancelled trips and hundreds of travelers were stranded on South Bass Island when most ferry trips were also cancelled.  In Erie County, the north end of Jackson Pier collapsed.  As the water receded, a large number of fish were left behind in peoples yards.",41
5606208,OTTAWA CO.,LAKE ERIE LAKESHORE,06/01/1997,900,Storm Surge/Tide, , ,0,0,200000,0,OH,EST, ,2066329,C,123,CLE,0,0, , , , , , , , ,LAKE ERIE LAKESHORE,06/02/1997,1500, , , , ,"","Businesses and homes were flooded when strong northeasterly winds and near record high lake levels produced waves of six to eight feet, aggravating shoreline erosion and slowing discharge of stream outflow into Lake Erie.  In Erie County,seventy five to one hundred families evacuated near the Vermilion and Huron Rivers, while those on Mudbrook Road moved to the second floor to escape the flood waters.  Also in Erie County, Riverside Avenue residents were evacuated as well as those in Franklin Flats, Rye Beach and White's Landing.  Roads along the shoreline were flooded and covered with so much sand and debris that they had to be cleared with snow plows in Port Clinton and Marblehead.  On Catawba Island, rising water flooded buildings and cars were submerged.  Charter services cancelled trips and hundreds of travelers were stranded on South Bass Island when most ferry trips were also cancelled.  In Erie County, the north end of Jackson Pier collapsed.  As the water receded, a large number of fish were left behind in peoples yards.",42
